Subject,Image,Width,Height,Brightness,Contrast,Edge_Ratio
010,107-11.jpg,200,200,74.0136,29.068475450907293,2.53
010,107-12.jpg,200,200,73.539925,29.35247614758208,3.19
010,107-13.jpg,200,200,59.1123,32.542975259032474,2.3275
011,108-01.jpg,200,200,109.46915,48.27510122493272,3.3425000000000002
011,108-02.jpg,200,200,92.56555,41.991038963063296,3.58
011,108-04.jpg,200,200,84.573625,37.6203625628379,3.6875
011,108-05.jpg,200,200,84.6866,41.15037460874445,3.695
011,108-11.jpg,200,200,81.92745,35.22415629220237,3.7925
011,108-13.jpg,200,200,54.89855,31.49319700979086,2.15
011,108-14.jpg,200,200,54.898975,31.49251290305959,2.1675
012,109-01.jpg,200,200,90.1464,40.05603284200771,2.22
012,109-02.jpg,200,200,84.221075,38.27118760692402,4.0175
012,109-04.jpg,200,200,82.528675,36.955227339909236,3.5925
012,109-07.jpg,200,200,81.422,31.08703694468162,2.765
012,109-10.jpg,200,200,87.3952,33.88501316157336,2.5075
012,109-13.jpg,200,200,64.66375,33.35079363279831,2.5025
012,109-14.jpg,200,200,64.664075,33.35028379780861,2.5225
013,11-01.jpg,200,200,113.315875,41.859304795760465,3.27
013,11-05.jpg,200,200,83.623125,44.19147078605073,3.565
013,11-09.jpg,200,200,90.112375,40.539631804684355,4.407500000000001
013,11-10.jpg,200,200,88.560325,47.70978894204391,3.015
013,11-11.jpg,200,200,81.73195,44.93140660159106,3.6975000000000002
013,11-12.jpg,200,200,77.29165,43.7757003402287,3.88
013,11-13.jpg,200,200,86.048525,46.77696463350711,3.755
014,110-01.jpg,200,200,107.71835,37.64751350723578,2.325
014,110-03.jpg,200,200,90.564175,34.12358981070683,3.2750000000000004
014,110-06.jpg,200,200,90.158375,31.723069560800308,2.7325
014,110-07.jpg,200,200,105.8905,49.668683893878246,3.44
014,110-09.jpg,200,200,91.234075,27.327626751958814,2.185
014,110-10.jpg,200,200,96.758175,30.952055596831933,1.725
014,110-11.jpg,200,200,88.9538,31.16545869323922,2.565
015,111-03.jpg,200,200,87.872675,43.569391358433904,4.3475
015,111-04.jpg,200,200,77.888525,40.84647657172373,4.3825
015,111-05.jpg,200,200,78.497425,41.18434706741598,3.5125
015,111-07.jpg,200,200,78.19305,41.625064945264654,3.4825000000000004
015,111-10.jpg,200,200,87.953925,42.50570375954708,2.7675
015,111-11.jpg,200,200,75.482325,40.301592246391145,2.8375
015,111-13.jpg,200,200,38.66865,29.019103314497848,1.3
016,112-02.jpg,200,200,103.164775,48.79835626534335,4.96
016,112-03.jpg,200,200,100.121825,46.15126903639135,5.1525
016,112-05.jpg,200,200,94.3505,38.036697408555334,5.2925
016,112-10.jpg,200,200,98.3463,39.026351050412075,3.2550000000000003
016,112-11.jpg,200,200,89.992375,34.51407056345825,4.945
016,112-12.jpg,200,200,88.1903,35.2131521723063,4.507499999999999
016,112-13.jpg,200,200,50.174775,28.44513805027803,2.35
017,113-01.jpg,200,200,103.479425,37.693022254382505,2.7675
017,113-02.jpg,200,200,97.533625,37.089674026059804,2.73
017,113-03.jpg,200,200,91.312,33.55889533342836,2.6825
017,113-06.jpg,200,200,86.794,30.282903823774895,4.075
017,113-07.jpg,200,200,88.54605,30.63632369259569,3.9974999999999996
017,113-09.jpg,200,200,93.244675,33.81937180292347,3.7275
017,113-10.jpg,200,200,99.840125,35.22294301991778,2.5325
018,114-02.jpg,200,200,86.5601,42.80297463950374,2.735
018,114-05.jpg,200,200,74.9857,34.91076045447878,3.8425000000000002
018,114-07.jpg,200,200,77.942425,34.3006728814374,3.58
018,114-08.jpg,200,200,80.023975,35.05700572210033,3.4475
018,114-10.jpg,200,200,99.735025,39.07883651350658,3.0325
018,114-13.jpg,200,200,34.940775,21.206605513362458,2.2325
018,114-14.jpg,200,200,34.940925,21.206409058215748,2.235
019,115-01.jpg,200,200,106.66165,43.03892737136348,2.1350000000000002
019,115-04.jpg,200,200,88.91765,33.51371687052183,3.595
019,115-05.jpg,200,200,91.4167,35.672924061674564,3.3300000000000005
019,115-08.jpg,200,200,115.744425,43.88746012723196,3.44
019,115-10.jpg,200,200,92.7367,33.28969469835973,2.42
019,115-11.jpg,200,200,90.1549,33.477532853990304,3.415
019,115-12.jpg,200,200,89.01225,34.48469732993897,3.9475000000000002
020,116-02.jpg,200,200,79.022,35.35821355781426,2.52
020,116-04.jpg,200,200,78.895175,35.76695313720998,2.9850000000000003
020,116-08.jpg,200,200,77.639375,30.699781344650894,2.2425
020,116-09.jpg,200,200,109.503075,46.01854778830352,2.4775
020,116-10.jpg,200,200,86.59865,33.863889590203605,1.77
020,116-11.jpg,200,200,76.779,34.101919432782665,2.4425
020,116-13.jpg,200,200,50.034425,28.29138190190389,1.455
021,117-02.jpg,200,200,74.198125,46.62897298337564,3.83
021,117-05.jpg,200,200,80.258375,43.57523628575495,2.9325
021,117-06.jpg,200,200,77.7125,43.757737530064325,3.26
021,117-07.jpg,200,200,77.122625,45.01226041990532,3.805
021,117-08.jpg,200,200,77.720125,45.10974445709458,3.665
021,117-09.jpg,200,200,62.232625,46.154973844748035,3.795
021,117-13.jpg,200,200,29.182225,21.57295689165894,0.96
022,118-03.jpg,200,200,91.734525,38.01170869645792,2.8575
022,118-04.jpg,200,200,89.9131,39.2866020214271,3.8649999999999998
022,118-05.jpg,200,200,86.586675,36.094193264905854,3.105
022,118-08.jpg,200,200,86.858175,31.690150846428217,3.0675
022,118-11.jpg,200,200,84.1993,34.372210861537546,4.085
022,118-13.jpg,200,200,47.850525,28.100385802055722,1.7000000000000002
022,118-14.jpg,200,200,47.850475,28.100462937011823,1.725
023,119-01.jpg,200,200,91.98065,43.620300039975646,2.7824999999999998
023,119-03.jpg,200,200,74.1855,37.24305894727231,4.6875
023,119-04.jpg,200,200,72.2821,34.36738234998412,3.115
023,119-05.jpg,200,200,71.841375,36.60249736164699,4.7524999999999995
023,119-06.jpg,200,200,69.2524,34.20762698931337,3.1399999999999997
023,119-07.jpg,200,200,69.663275,33.06896492596003,4.0875
023,119-10.jpg,200,200,79.803675,34.303165764902445,2.485
024,12-01.jpg,200,200,91.873225,40.476128188098414,2.145
024,12-02.jpg,200,200,71.8031,33.35546027849114,2.6725
024,12-05.jpg,200,200,69.86695,37.024101578532594,3.3375000000000004
024,12-07.jpg,200,200,68.6565,27.038742717626498,3.4099999999999997
024,12-08.jpg,200,200,68.1979,27.634658231829103,1.8624999999999998
024,12-10.jpg,200,200,78.718125,33.42169761523755,1.8075
024,12-12.jpg,200,200,69.09535,30.399458192170133,3.2099999999999995
025,120-03.jpg,200,200,93.691175,40.85456831395205,3.5249999999999995
025,120-05.jpg,200,200,92.008,35.78789440579035,3.805
025,120-06.jpg,200,200,91.14995,36.15618640008235,3.25
025,120-08.jpg,200,200,88.95595,33.754071748420216,3.3375000000000004
025,120-11.jpg,200,200,89.260325,33.993315606077246,3.51
025,120-12.jpg,200,200,86.486625,33.96708879355684,4.625
025,120-14.jpg,200,200,15.727675,9.281891730373449,0.0275
026,121-02.jpg,200,200,93.820725,39.339574673277475,2.69
026,121-03.jpg,200,200,92.038075,40.17405413067463,3.3425000000000002
026,121-05.jpg,200,200,89.086675,33.63417774295033,4.6825
026,121-06.jpg,200,200,88.879975,32.30901838495523,3.8375
026,121-09.jpg,200,200,92.342175,33.31283973589425,2.1875
026,121-13.jpg,200,200,65.325125,28.259861442235966,3.3099999999999996
026,121-14.jpg,200,200,16.110375,8.04877893592407,0.0
027,122-03.jpg,200,200,70.547575,33.78373109381755,3.8625
027,122-04.jpg,200,200,73.2757,33.867676913393396,5.415
027,122-06.jpg,200,200,69.681525,33.935091699807955,4.2325
027,122-07.jpg,200,200,74.023075,35.045185012272015,3.495
027,122-10.jpg,200,200,88.976825,40.693730326911236,1.9924999999999997
027,122-11.jpg,200,200,68.158175,34.80273129611202,4.35
027,122-13.jpg,200,200,50.15285,29.236349581941656,2.8775
028,123-05.jpg,200,200,79.160125,40.89513033338291,4.185
028,123-07.jpg,200,200,84.230425,38.44757052557905,4.7575
028,123-08.jpg,200,200,84.179875,40.348733808936,4.34
028,123-09.jpg,200,200,119.816325,65.44450693904244,3.7375
028,123-11.jpg,200,200,79.1689,39.237995906901254,4.72
028,123-13.jpg,200,200,52.642125,30.259981006014772,2.3575
028,123-14.jpg,200,200,14.85965,8.616548141657423,0.20500000000000002
029,124-01.jpg,200,200,116.269725,49.05712918041959,2.8625000000000003
029,124-03.jpg,200,200,90.38425,37.46124867029261,3.9825
029,124-05.jpg,200,200,92.922325,35.317966272060104,5.06
029,124-11.jpg,200,200,90.257125,33.807216119260325,5.075
029,124-12.jpg,200,200,87.45075,33.933973749584645,5.495
029,124-13.jpg,200,200,95.0357,32.60400474650315,4.805000000000001
029,124-14.jpg,200,200,93.86455,31.935477971959337,4.775
030,125-01.jpg,200,200,107.3631,42.26444260119847,2.9499999999999997
030,125-06.jpg,200,200,80.53095,34.3388248502697,4.237500000000001
030,125-08.jpg,200,200,84.533675,36.56570819763204,3.6824999999999997
030,125-09.jpg,200,200,112.858975,56.71601305583261,3.8425000000000002
030,125-10.jpg,200,200,103.071825,40.96920997736441,1.635
030,125-11.jpg,200,200,78.19595,33.39652532221728,4.965
030,125-14.jpg,200,200,56.0315,25.760716367174265,3.56
031,126-01.jpg,200,200,112.368375,37.78096246602745,2.7875
031,126-08.jpg,200,200,95.429925,32.13188975915321,3.9675000000000002
031,126-10.jpg,200,200,103.5934,36.01905157607568,2.42
031,126-11.jpg,200,200,95.423625,33.321744655095344,3.075
031,126-12.jpg,200,200,95.7552,36.27617500453982,4.6
031,126-13.jpg,200,200,104.370125,34.90567908642339,3.8425000000000002
031,126-14.jpg,200,200,81.852625,28.55650811302697,2.8125
032,127-02.jpg,200,200,99.2649,38.19685756695176,2.88
032,127-04.jpg,200,200,89.288425,35.81655882436746,3.3375000000000004
032,127-05.jpg,200,200,90.083325,37.04320021197379,4.22
032,127-09.jpg,200,200,126.24665,43.82155763750873,2.7575
032,127-10.jpg,200,200,108.523225,33.96576453724213,2.32
032,127-12.jpg,200,200,85.414525,30.500518750086446,4.505
032,127-13.jpg,200,200,92.960225,31.08486839202275,4.0775
033,128-01.jpg,200,200,108.24685,55.880650632195575,3.56
033,128-03.jpg,200,200,81.587875,46.065928059514604,4.4174999999999995
033,128-05.jpg,200,200,75.7033,42.11440750040299,3.88
033,128-08.jpg,200,200,85.382975,40.83075746480066,4.335
033,128-10.jpg,200,200,99.877925,41.72035202025955,4.09
033,128-11.jpg,200,200,77.652375,40.50262870307772,4.1925
033,128-14.jpg,200,200,6.7106,3.6845077880227097,0.0
034,129-01.jpg,200,200,113.578575,44.48069666686185,2.405
034,129-03.jpg,200,200,94.616875,34.591787178958754,2.8449999999999998
034,129-04.jpg,200,200,92.216975,34.63655145723048,2.5425
034,129-06.jpg,200,200,89.127875,35.89316053211775,2.8449999999999998
034,129-08.jpg,200,200,84.62305,34.13423880354592,3.3425000000000002
034,129-10.jpg,200,200,101.878225,37.665546535917606,5.0225
034,129-14.jpg,200,200,10.65615,4.849780116407341,0.0
035,13-01.jpg,200,200,96.51985,61.75287730930033,3.7425
035,13-04.jpg,200,200,76.339275,46.59191257583632,6.4525
035,13-05.jpg,200,200,74.292075,42.56475028934594,6.2125
035,13-06.jpg,200,200,73.831225,40.277260209693694,5.16
035,13-07.jpg,200,200,75.72795,41.55105881680393,6.615
035,13-08.jpg,200,200,75.614025,42.43075062144641,5.92
035,13-10.jpg,200,200,88.33705,54.36696834749478,3.6475
036,130-02.jpg,200,200,95.05355,37.52417397355337,2.5275
036,130-03.jpg,200,200,90.392325,38.10825705925653,5.9174999999999995
036,130-05.jpg,200,200,90.47455,32.00132032116019,4.865
036,130-07.jpg,200,200,87.992975,28.482498585085104,4.2625
036,130-08.jpg,200,200,89.36885,29.925909337520558,3.8
036,130-10.jpg,200,200,99.286575,35.85248945009781,2.675
036,130-13.jpg,200,200,68.760375,29.225469283817752,3.855
037,131-03.jpg,200,200,90.104125,38.01591026115744,2.945
037,131-04.jpg,200,200,85.47855,37.661723140311835,2.86
037,131-06.jpg,200,200,85.79635,29.25832491236469,4.3725
037,131-07.jpg,200,200,89.155875,36.13277775074005,5.08
037,131-08.jpg,200,200,84.1596,37.18812482285172,4.632499999999999
037,131-10.jpg,200,200,100.683725,33.195294773873826,2.01
037,131-12.jpg,200,200,84.322875,31.584104019813115,5.9825
038,132-04.jpg,200,200,91.75945,35.37098861634348,4.605
038,132-06.jpg,200,200,84.49855,28.36922448530273,5.7525
038,132-07.jpg,200,200,88.72985,31.7129495471093,5.2325
038,132-08.jpg,200,200,89.435725,31.01725034113074,4.89
038,132-09.jpg,200,200,98.302175,30.34980090988036,3.5725
038,132-10.jpg,200,200,107.282275,37.45446963747284,4.1925
038,132-13.jpg,200,200,82.385625,30.410925148034792,6.1425
039,133-01.jpg,200,200,120.571475,42.840469667411156,2.4924999999999997
039,133-02.jpg,200,200,101.859925,36.36286160348736,2.905
039,133-03.jpg,200,200,94.6056,33.43923367303743,3.1075
039,133-06.jpg,200,200,90.534525,29.840775928658008,5.1225
039,133-07.jpg,200,200,93.8243,38.52518500293023,5.235
039,133-11.jpg,200,200,81.852,26.7963784120168,4.53
039,133-14.jpg,200,200,25.860925,13.007427998815716,0.7250000000000001
040,134-02.jpg,200,200,83.47985,39.15719019512891,5.475
040,134-03.jpg,200,200,80.26185,36.42360545823958,4.7325
040,134-05.jpg,200,200,75.849075,37.14080971982672,4.1075
040,134-07.jpg,200,200,81.0029,35.08721835070429,3.015
040,134-08.jpg,200,200,86.6443,36.93437189813846,4.3
040,134-09.jpg,200,200,62.612275,38.75174698416028,3.2125
040,134-12.jpg,200,200,75.551775,36.92775269833483,4.3374999999999995
041,135-01.jpg,200,200,91.889725,50.943990955012296,2.85
041,135-03.jpg,200,200,80.396,39.5629711219974,3.8925
041,135-05.jpg,200,200,80.536125,39.968847806565236,3.3075
041,135-07.jpg,200,200,85.6454,38.25696745483102,3.5525
041,135-08.jpg,200,200,84.121275,36.893841862489396,2.5
041,135-11.jpg,200,200,82.628275,38.823177942105346,3.1399999999999997
041,135-12.jpg,200,200,86.10815,37.92916626525687,4.0375000000000005
042,136-02.jpg,200,200,90.53855,37.131787782134865,2.54
042,136-03.jpg,200,200,84.061175,35.43483854371817,3.2775
042,136-05.jpg,200,200,79.63715,31.484045799063054,4.25
042,136-06.jpg,200,200,81.9482,26.689721181758344,4.77
042,136-08.jpg,200,200,81.640825,26.190565444819534,3.765
042,136-13.jpg,200,200,87.9985,33.15488572970807,5.800000000000001
042,136-14.jpg,200,200,46.34025,21.26705856336273,2.475
043,137-01.jpg,200,200,90.56215,45.79283063294406,2.8125
043,137-03.jpg,200,200,73.52795,34.23847643802949,2.9899999999999998
043,137-07.jpg,200,200,70.56985,29.389353871385126,4.5475
043,137-08.jpg,200,200,75.046175,30.91346539728885,2.7625
043,137-10.jpg,200,200,82.5158,39.54374793010901,2.98
043,137-13.jpg,200,200,74.20305,30.103439516066935,5.2
043,137-14.jpg,200,200,41.9674,18.76959342234136,2.3125
044,138-01.jpg,200,200,111.002175,66.29314346347876,2.6100000000000003
044,138-04.jpg,200,200,85.927475,43.44901339644406,5.265000000000001
044,138-05.jpg,200,200,77.444075,38.43372636623172,4.195
044,138-06.jpg,200,200,77.556675,36.659217639556566,3.9325
044,138-08.jpg,200,200,114.85185,68.62336702303014,3.25
044,138-10.jpg,200,200,109.361675,58.42034719337411,2.3924999999999996
044,138-13.jpg,200,200,74.1213,39.12777576492178,4.365
045,139-02.jpg,200,200,84.561425,41.213191783328,4.535
045,139-04.jpg,200,200,72.877125,44.832690380283616,3.9699999999999998
045,139-05.jpg,200,200,74.34715,40.25513429213098,3.02
045,139-08.jpg,200,200,59.62515,43.64081389568141,3.3325
045,139-12.jpg,200,200,67.732225,42.00796676285791,4.5475
045,139-13.jpg,200,200,82.651725,44.94012215742604,3.9774999999999996
045,139-14.jpg,200,200,52.861025,31.04178491886984,1.4075
046,14-01.jpg,200,200,105.35,49.385611264820845,3.4799999999999995
046,14-02.jpg,200,200,97.60255,43.491370793497644,3.1350000000000002
046,14-03.jpg,200,200,91.919325,42.18483514895341,3.8875
046,14-07.jpg,200,200,88.1397,36.78786802615775,4.4325
046,14-09.jpg,200,200,88.7125,35.62396516040852,4.047499999999999
046,14-12.jpg,200,200,91.12235,37.349631597614184,4.71
046,14-14.jpg,200,200,15.2009,9.578156878544013,0.245
047,140-01.jpg,200,200,100.0485,58.11819635664892,5.8625
047,140-03.jpg,200,200,78.7159,42.66861946665254,5.5325
047,140-10.jpg,200,200,80.8371,45.34264012593444,5.0325
047,140-11.jpg,200,200,77.0728,37.78613370219292,3.7475
047,140-12.jpg,200,200,73.505,34.79768059799388,3.4875000000000003
047,140-13.jpg,200,200,86.56865,39.379062167318054,5.0675
047,140-14.jpg,200,200,80.279325,36.876582034461585,4.31
048,141-01.jpg,200,200,98.973025,35.214012088221004,3.04
048,141-04.jpg,200,200,86.457875,32.72105859357816,3.1774999999999998
048,141-05.jpg,200,200,75.89445,29.21594700155208,3.91
048,141-06.jpg,200,200,80.25925,27.69892758641569,4.115
048,141-09.jpg,200,200,84.511125,30.2149404473081,4.795
048,141-10.jpg,200,200,92.60915,29.2861551979344,3.5075000000000003
048,141-13.jpg,200,200,81.7945,27.215978206744655,4.99
049,142-07.jpg,200,200,68.929375,28.110760165982263,3.8850000000000002
049,142-08.jpg,200,200,73.485575,26.898429171967923,4.095
049,142-09.jpg,200,200,74.4673,26.265887205841725,3.8774999999999995
049,142-11.jpg,200,200,67.6451,28.996630769625632,2.76
049,142-12.jpg,200,200,67.071975,28.57494697456804,3.9074999999999998
049,142-13.jpg,200,200,70.031775,29.27085436657726,2.8825
049,142-14.jpg,200,200,60.508,24.620376439039273,2.5125
050,143-01.jpg,200,200,105.4219,39.86028412329747,2.875
050,143-02.jpg,200,200,105.3556,34.51412390080328,2.6425
050,143-04.jpg,200,200,90.205875,35.91233479578256,4.005
050,143-07.jpg,200,200,89.475675,32.27764796719821,3.55
050,143-11.jpg,200,200,93.5886,35.55650503128788,4.25
050,143-12.jpg,200,200,90.112475,31.705115113722183,5.885
050,143-14.jpg,200,200,91.602875,33.08529985861357,3.4475
051,144-01.jpg,200,200,107.27705,51.590965229364535,2.91
051,144-02.jpg,200,200,81.834,43.070268097609976,3.9849999999999994
051,144-07.jpg,200,200,79.9538,38.746403259657534,2.3975
051,144-09.jpg,200,200,77.224825,38.495950809395204,2.73
051,144-11.jpg,200,200,77.327225,37.85731565760276,3.4825000000000004
051,144-13.jpg,200,200,77.403975,40.51278352815781,3.0525
051,144-14.jpg,200,200,80.07585,37.83774434050608,3.2800000000000002
052,145-02.jpg,200,200,86.779225,46.65236096275702,3.025
052,145-03.jpg,200,200,83.003325,45.769793684747754,3.3075
052,145-04.jpg,200,200,69.799,43.49403693611344,3.015
052,145-05.jpg,200,200,67.4847,42.575196017282174,2.85
052,145-08.jpg,200,200,60.78595,40.39086013688617,2.4675
052,145-10.jpg,200,200,95.76425,41.51420867531381,4.0075
052,145-14.jpg,200,200,72.5124,38.297473757938654,3.06
053,146-01.jpg,200,200,83.4789,61.51141036254981,1.9525000000000001
053,146-03.jpg,200,200,90.415325,31.278206152917,3.485
053,146-05.jpg,200,200,78.53735,38.39097100852621,3.2525
053,146-06.jpg,200,200,83.22545,35.51542161227289,3.54
053,146-07.jpg,200,200,80.95295,37.53826762515154,3.4450000000000003
053,146-09.jpg,200,200,84.8485,33.681062152936924,2.8375
053,146-13.jpg,200,200,81.4372,36.50476347218264,3.2550000000000003
054,147-03.jpg,200,200,82.3019,39.62933769809937,2.81
054,147-05.jpg,200,200,80.81815,37.643779440665895,2.9775
054,147-08.jpg,200,200,84.56755,30.8892373974739,2.635
054,147-09.jpg,200,200,85.14615,31.55083026130216,2.105
054,147-11.jpg,200,200,85.8451,35.38178989240087,3.1649999999999996
054,147-12.jpg,200,200,82.9269,34.820652009834625,3.3724999999999996
054,147-13.jpg,200,200,86.218375,34.62807802000243,2.7824999999999998
055,148-03.jpg,200,200,93.446225,37.92872602987576,3.9974999999999996
055,148-04.jpg,200,200,90.53805,36.29863223590525,4.1025
055,148-05.jpg,200,200,78.75855,33.21916618305613,5.547499999999999
055,148-08.jpg,200,200,122.76235,47.48029141104233,3.9375
055,148-09.jpg,200,200,86.542825,35.94920118750033,4.175
055,148-10.jpg,200,200,101.575625,44.86469860435234,3.9925
055,148-12.jpg,200,200,76.419775,33.48788309149109,4.6
056,149-01.jpg,200,200,104.152475,56.497527612935194,3.4299999999999997
056,149-04.jpg,200,200,81.059225,37.53609885695868,4.025
056,149-05.jpg,200,200,73.01445,37.813745400284006,2.5375
056,149-07.jpg,200,200,71.8037,41.754265845659404,2.735
056,149-08.jpg,200,200,72.9159,42.20591104561066,3.3724999999999996
056,149-09.jpg,200,200,63.6641,43.926393218542316,3.46
056,149-11.jpg,200,200,78.439875,37.50613529789993,2.2475
057,15-01.jpg,200,200,110.3671,36.96866088445726,2.4074999999999998
057,15-03.jpg,200,200,100.1348,32.84966710577141,3.3425000000000002
057,15-04.jpg,200,200,98.9691,33.41346502818886,4.075
057,15-07.jpg,200,200,97.07855,29.582441243033003,4.0075
057,15-09.jpg,200,200,97.482925,29.37535035441067,3.62
057,15-10.jpg,200,200,102.06065,32.9195142974118,2.3924999999999996
057,15-11.jpg,200,200,95.676775,29.64746027232982,4.282500000000001
058,150-01.jpg,200,200,92.30775,51.49591673072245,3.8524999999999996
058,150-02.jpg,200,200,77.77235,39.62541893125548,4.6274999999999995
058,150-03.jpg,200,200,69.647475,39.92431466067232,3.0675
058,150-05.jpg,200,200,69.0023,38.446027684404534,3.875
058,150-10.jpg,200,200,87.548,48.934905190467056,2.5749999999999997
058,150-11.jpg,200,200,63.275075,36.87536384558632,3.9875000000000003
058,150-13.jpg,200,200,66.52445,34.290451326827124,2.8225
059,151-01.jpg,200,200,103.014125,44.78004997188341,6.39
059,151-02.jpg,200,200,96.10585,33.568417385654335,5.692500000000001
059,151-03.jpg,200,200,87.555725,31.618035118020458,5.72
059,151-07.jpg,200,200,84.91545,32.944373590910786,4.115
059,151-08.jpg,200,200,85.134875,32.36094843687952,4.7925
059,151-09.jpg,200,200,116.67685,42.27616792091615,5.12
059,151-13.jpg,200,200,86.074225,32.92984308570836,4.8025
060,152-01.jpg,200,200,82.56245,34.325655856771334,1.225
060,152-02.jpg,200,200,74.94505,31.391412527911196,1.44
060,152-04.jpg,200,200,71.9551,31.932090974284787,1.9900000000000002
060,152-05.jpg,200,200,69.109725,28.169640314075277,1.5350000000000001
060,152-07.jpg,200,200,72.119825,25.213800129480184,1.3325
060,152-11.jpg,200,200,70.010675,28.58930238820764,1.77
060,152-13.jpg,200,200,71.179775,27.91853069109073,1.7375000000000003
061,153-02.jpg,200,200,81.309125,39.038645170322894,2.52
061,153-04.jpg,200,200,78.0185,36.78230359493543,2.2075
061,153-05.jpg,200,200,74.0907,31.928339661028417,3.335
061,153-07.jpg,200,200,76.298625,32.861361781115754,2.545
061,153-08.jpg,200,200,75.73125,30.680274989600402,2.6575
061,153-10.jpg,200,200,83.334925,37.0566019791936,2.3
061,153-12.jpg,200,200,71.319475,30.7775707411156,3.5325
062,154-01.jpg,200,200,88.0708,49.18319364742391,3.5925
